Date,Name,Retail Price,Used Price
03-18-21,GeForce RTX 3070,466,246
03-18-21,GeForce RTX 3070,466,272
03-19-21,GeForce RTX 3070,466,362
03-19-21,GeForce RTX 3070,466,238
03-19-21,GeForce RTX 3070,466,328
03-19-21,GeForce RTX 3070,466,395
03-19-21,GeForce RTX 3070,466,372
03-20-21,GeForce RTX 3070,466,318
03-20-21,GeForce RTX 3070,466,243
03-20-21,GeForce RTX 3070,466,368
03-20-21,GeForce RTX 3070,466,330
03-20-21,GeForce RTX 3070,466,251
03-21-21,GeForce RTX 3070,466,248
03-21-21,GeForce RTX 3070,466,381
03-21-21,GeForce RTX 3070,466,342
03-21-21,GeForce RTX 3070,466,368
03-21-21,GeForce RTX 3070,466,376
03-22-21,GeForce RTX 3070,466,326
03-22-21,GeForce RTX 3070,466,317
03-22-21,GeForce RTX 3070,466,303
03-22-21,GeForce RTX 3070,466,284
03-22-21,GeForce RTX 3070,466,303
03-23-21,GeForce RTX 3070,466,359
03-23-21,GeForce RTX 3070,466,331
03-23-21,GeForce RTX 3070,466,378
03-23-21,GeForce RTX 3070,466,305
03-23-21,GeForce RTX 3070,466,332
03-24-21,GeForce RTX 3070,466,335
03-24-21,GeForce RTX 3070,466,329
03-24-21,GeForce RTX 3070,465,347
03-24-21,GeForce RTX 3070,465,271
03-24-21,GeForce RTX 3070,465,316
03-25-21,GeForce RTX 3070,465,249
03-25-21,GeForce RTX 3070,465,295
03-25-21,GeForce RTX 3070,465,312
03-25-21,GeForce RTX 3070,465,339
03-25-21,GeForce RTX 3070,465,387
03-26-21,GeForce RTX 3070,465,330
03-26-21,GeForce RTX 3070,465,354
03-26-21,GeForce RTX 3070,465,315
03-26-21,GeForce RTX 3070,465,336
03-26-21,GeForce RTX 3070,465,244
03-27-21,GeForce RTX 3070,465,274
03-27-21,GeForce RTX 3070,465,291
03-27-21,GeForce RTX 3070,465,309
03-27-21,GeForce RTX 3070,465,240
03-27-21,GeForce RTX 3070,465,255
03-28-21,GeForce RTX 3070,465,277
03-28-21,GeForce RTX 3070,465,391
03-28-21,GeForce RTX 3070,465,286
03-28-21,GeForce RTX 3070,465,311
03-28-21,GeForce RTX 3070,465,264
03-29-21,GeForce RTX 3070,465,332
03-29-21,GeForce RTX 3070,465,278
03-29-21,GeForce RTX 3070,465,266
03-29-21,GeForce RTX 3070,465,316
03-29-21,GeForce RTX 3070,465,233
03-29-21,GeForce RTX 3070,465,234
03-30-21,GeForce RTX 3070,465,268
03-30-21,GeForce RTX 3070,465,238
03-30-21,GeForce RTX 3070,465,250
03-30-21,GeForce RTX 3070,465,287
03-30-21,GeForce RTX 3070,465,363
03-31-21,GeForce RTX 3070,465,325
03-31-21,GeForce RTX 3070,465,316
03-31-21,GeForce RTX 3070,465,280
03-31-21,GeForce RTX 3070,465,384
03-31-21,GeForce RTX 3070,465,297
04-01-21,GeForce RTX 3070,465,246
04-01-21,GeForce RTX 3070,465,333
04-01-21,GeForce RTX 3070,465,251
04-01-21,GeForce RTX 3070,465,288
04-01-21,GeForce RTX 3070,465,315
04-02-21,GeForce RTX 3070,465,375
04-02-21,GeForce RTX 3070,465,313
04-02-21,GeForce RTX 3070,465,347
04-02-21,GeForce RTX 3070,465,394
04-02-21,GeForce RTX 3070,465,254
04-03-21,GeForce RTX 3070,465,277
04-03-21,GeForce RTX 3070,465,296
04-03-21,GeForce RTX 3070,465,301
04-03-21,GeForce RTX 3070,465,299
04-03-21,GeForce RTX 3070,465,380
04-04-21,GeForce RTX 3070,465,348
04-04-21,GeForce RTX 3070,465,331
04-04-21,GeForce RTX 3070,465,282
04-04-21,GeForce RTX 3070,465,366
04-04-21,GeForce RTX 3070,465,388
04-05-21,GeForce RTX 3070,465,366
04-05-21,GeForce RTX 3070,465,232
04-05-21,GeForce RTX 3070,465,336
04-05-21,GeForce RTX 3070,465,240
04-05-21,GeForce RTX 3070,465,274
04-06-21,GeForce RTX 3070,465,242
04-06-21,GeForce RTX 3070,465,330
04-06-21,GeForce RTX 3070,465,344
04-06-21,GeForce RTX 3070,464,251
04-06-21,GeForce RTX 3070,464,294
04-07-21,GeForce RTX 3070,464,306
04-07-21,GeForce RTX 3070,464,292
04-07-21,GeForce RTX 3070,464,252
04-07-21,GeForce RTX 3070,464,300
04-07-21,GeForce RTX 3070,464,354
04-08-21,GeForce RTX 3070,464,243
04-08-21,GeForce RTX 3070,464,245
04-08-21,GeForce RTX 3070,464,290
04-08-21,GeForce RTX 3070,464,385
04-08-21,GeForce RTX 3070,464,341
04-09-21,GeForce RTX 3070,464,342
04-09-21,GeForce RTX 3070,464,291
04-09-21,GeForce RTX 3070,464,328
04-09-21,GeForce RTX 3070,464,234
04-09-21,GeForce RTX 3070,464,335
04-10-21,GeForce RTX 3070,464,380
04-10-21,GeForce RTX 3070,464,331
04-10-21,GeForce RTX 3070,464,374
04-10-21,GeForce RTX 3070,464,350
04-10-21,GeForce RTX 3070,464,251
04-11-21,GeForce RTX 3070,464,379
04-11-21,GeForce RTX 3070,464,243
04-11-21,GeForce RTX 3070,464,319
04-11-21,GeForce RTX 3070,464,255
04-11-21,GeForce RTX 3070,464,234
04-12-21,GeForce RTX 3070,464,300
04-12-21,GeForce RTX 3070,464,280
04-12-21,GeForce RTX 3070,464,311
04-12-21,GeForce RTX 3070,464,326
04-12-21,GeForce RTX 3070,464,239
04-13-21,GeForce RTX 3070,464,252
04-13-21,GeForce RTX 3070,464,323
04-13-21,GeForce RTX 3070,464,288
04-13-21,GeForce RTX 3070,464,350
04-13-21,GeForce RTX 3070,464,338
04-14-21,GeForce RTX 3070,464,369
04-14-21,GeForce RTX 3070,464,344
04-14-21,GeForce RTX 3070,464,302
04-14-21,GeForce RTX 3070,464,341
04-14-21,GeForce RTX 3070,464,276
04-15-21,GeForce RTX 3070,464,281
04-15-21,GeForce RTX 3070,464,360
04-15-21,GeForce RTX 3070,464,304
04-15-21,GeForce RTX 3070,464,361
04-15-21,GeForce RTX 3070,464,365
04-16-21,GeForce RTX 3070,464,371
04-16-21,GeForce RTX 3070,464,381
04-16-21,GeForce RTX 3070,464,302
04-16-21,GeForce RTX 3070,464,283
04-16-21,GeForce RTX 3070,464,326
04-16-21,GeForce RTX 3070,464,292
04-17-21,GeForce RTX 3070,464,329
04-17-21,GeForce RTX 3070,464,346
04-17-21,GeForce RTX 3070,464,343
04-17-21,GeForce RTX 3070,464,292
04-17-21,GeForce RTX 3070,464,259
04-18-21,GeForce RTX 3070,464,301
04-18-21,GeForce RTX 3070,464,255
04-18-21,GeForce RTX 3070,464,376
04-18-21,GeForce RTX 3070,464,288
04-18-21,GeForce RTX 3070,464,257
04-19-21,GeForce RTX 3070,464,236
04-19-21,GeForce RTX 3070,464,336
04-19-21,GeForce RTX 3070,464,335
04-19-21,GeForce RTX 3070,463,287
04-19-21,GeForce RTX 3070,463,243
04-20-21,GeForce RTX 3070,463,298
04-20-21,GeForce RTX 3070,463,282
04-20-21,GeForce RTX 3070,463,341
04-20-21,GeForce RTX 3070,463,330
04-20-21,GeForce RTX 3070,463,291
04-21-21,GeForce RTX 3070,463,267
04-21-21,GeForce RTX 3070,463,392
04-21-21,GeForce RTX 3070,463,305
04-21-21,GeForce RTX 3070,463,343
04-21-21,GeForce RTX 3070,463,254
04-22-21,GeForce RTX 3070,463,310
04-22-21,GeForce RTX 3070,463,236
04-22-21,GeForce RTX 3070,463,313
04-22-21,GeForce RTX 3070,463,388
04-22-21,GeForce RTX 3070,463,294
04-23-21,GeForce RTX 3070,463,238
04-23-21,GeForce RTX 3070,463,236
04-23-21,GeForce RTX 3070,463,294
04-23-21,GeForce RTX 3070,463,257
04-23-21,GeForce RTX 3070,463,235
04-24-21,GeForce RTX 3070,463,354
04-24-21,GeForce RTX 3070,463,306
04-24-21,GeForce RTX 3070,463,278
04-24-21,GeForce RTX 3070,463,377
04-24-21,GeForce RTX 3070,463,250
04-25-21,GeForce RTX 3070,463,386
04-25-21,GeForce RTX 3070,463,282
04-25-21,GeForce RTX 3070,463,375
04-25-21,GeForce RTX 3070,463,329
04-25-21,GeForce RTX 3070,463,365
04-26-21,GeForce RTX 3070,463,391
04-26-21,GeForce RTX 3070,463,278
04-26-21,GeForce RTX 3070,463,387
04-26-21,GeForce RTX 3070,463,294
04-26-21,GeForce RTX 3070,463,294
04-27-21,GeForce RTX 3070,463,286
04-27-21,GeForce RTX 3070,463,319
04-27-21,GeForce RTX 3070,463,256
04-27-21,GeForce RTX 3070,463,321
04-27-21,GeForce RTX 3070,463,319
04-28-21,GeForce RTX 3070,463,355
04-28-21,GeForce RTX 3070,463,366
04-28-21,GeForce RTX 3070,463,303
04-28-21,GeForce RTX 3070,463,280
04-28-21,GeForce RTX 3070,463,273
04-29-21,GeForce RTX 3070,463,263
04-29-21,GeForce RTX 3070,463,240
04-29-21,GeForce RTX 3070,463,287
04-29-21,GeForce RTX 3070,463,275
04-29-21,GeForce RTX 3070,463,388
04-30-21,GeForce RTX 3070,463,322
04-30-21,GeForce RTX 3070,463,287
04-30-21,GeForce RTX 3070,463,325
04-30-21,GeForce RTX 3070,463,254
04-30-21,GeForce RTX 3070,463,303
05-01-21,GeForce RTX 3070,463,333
05-01-21,GeForce RTX 3070,463,310
05-01-21,GeForce RTX 3070,463,296
05-01-21,GeForce RTX 3070,463,392
05-01-21,GeForce RTX 3070,463,374
05-02-21,GeForce RTX 3070,463,332
05-02-21,GeForce RTX 3070,463,323
05-02-21,GeForce RTX 3070,463,332
05-02-21,GeForce RTX 3070,463,264
05-02-21,GeForce RTX 3070,463,295
05-03-21,GeForce RTX 3070,462,237
05-03-21,GeForce RTX 3070,462,308
05-03-21,GeForce RTX 3070,462,319
05-03-21,GeForce RTX 3070,462,268
05-03-21,GeForce RTX 3070,462,387
05-04-21,GeForce RTX 3070,462,378
05-04-21,GeForce RTX 3070,462,348
05-04-21,GeForce RTX 3070,462,317
05-04-21,GeForce RTX 3070,462,372
05-04-21,GeForce RTX 3070,462,252
05-04-21,GeForce RTX 3070,462,359
05-05-21,GeForce RTX 3070,462,251
05-05-21,GeForce RTX 3070,462,360
05-05-21,GeForce RTX 3070,462,276
05-05-21,GeForce RTX 3070,462,373
05-05-21,GeForce RTX 3070,462,384
05-06-21,GeForce RTX 3070,462,255
05-06-21,GeForce RTX 3070,462,306
05-06-21,GeForce RTX 3070,462,390
05-06-21,GeForce RTX 3070,462,309
05-06-21,GeForce RTX 3070,462,371
05-07-21,GeForce RTX 3070,462,326
05-07-21,GeForce RTX 3070,462,292
05-07-21,GeForce RTX 3070,462,277
05-07-21,GeForce RTX 3070,462,264
05-07-21,GeForce RTX 3070,462,354
05-08-21,GeForce RTX 3070,462,293
05-08-21,GeForce RTX 3070,462,314
05-08-21,GeForce RTX 3070,462,310
05-08-21,GeForce RTX 3070,462,324
05-08-21,GeForce RTX 3070,462,371
05-09-21,GeForce RTX 3070,462,390
05-09-21,GeForce RTX 3070,462,297
05-09-21,GeForce RTX 3070,462,365
05-09-21,GeForce RTX 3070,462,354
05-09-21,GeForce RTX 3070,462,324
05-10-21,GeForce RTX 3070,462,385
05-10-21,GeForce RTX 3070,462,263
05-10-21,GeForce RTX 3070,462,248
05-10-21,GeForce RTX 3070,462,369
05-10-21,GeForce RTX 3070,462,302
05-11-21,GeForce RTX 3070,462,368
05-11-21,GeForce RTX 3070,462,375
05-11-21,GeForce RTX 3070,462,241
05-11-21,GeForce RTX 3070,462,374
05-11-21,GeForce RTX 3070,462,303
05-12-21,GeForce RTX 3070,462,313
05-12-21,GeForce RTX 3070,462,332
05-12-21,GeForce RTX 3070,462,381
05-12-21,GeForce RTX 3070,462,234
05-12-21,GeForce RTX 3070,462,308
05-13-21,GeForce RTX 3070,462,342
05-13-21,GeForce RTX 3070,462,348
05-13-21,GeForce RTX 3070,462,343
05-13-21,GeForce RTX 3070,462,252
05-13-21,GeForce RTX 3070,462,279
05-14-21,GeForce RTX 3070,462,289
05-14-21,GeForce RTX 3070,462,361
05-14-21,GeForce RTX 3070,462,276
05-14-21,GeForce RTX 3070,462,265
05-14-21,GeForce RTX 3070,462,385
05-15-21,GeForce RTX 3070,462,232
05-15-21,GeForce RTX 3070,462,392
05-15-21,GeForce RTX 3070,462,340
05-15-21,GeForce RTX 3070,462,364
05-15-21,GeForce RTX 3070,462,278
05-16-21,GeForce RTX 3070,462,233
05-16-21,GeForce RTX 3070,461,350
05-16-21,GeForce RTX 3070,461,365
05-16-21,GeForce RTX 3070,461,350
05-16-21,GeForce RTX 3070,461,254
05-17-21,GeForce RTX 3070,461,352
05-17-21,GeForce RTX 3070,461,355
05-17-21,GeForce RTX 3070,461,337
05-17-21,GeForce RTX 3070,461,354
05-17-21,GeForce RTX 3070,461,367
05-18-21,GeForce RTX 3070,461,330
05-18-21,GeForce RTX 3070,461,245
05-18-21,GeForce RTX 3070,461,309
05-18-21,GeForce RTX 3070,461,243
05-18-21,GeForce RTX 3070,461,296
05-19-21,GeForce RTX 3070,461,296
05-19-21,GeForce RTX 3070,461,241
05-19-21,GeForce RTX 3070,461,287
05-19-21,GeForce RTX 3070,461,248
05-19-21,GeForce RTX 3070,461,361
05-20-21,GeForce RTX 3070,461,383
05-20-21,GeForce RTX 3070,461,242
05-20-21,GeForce RTX 3070,461,385
05-20-21,GeForce RTX 3070,461,315
05-20-21,GeForce RTX 3070,461,279
05-21-21,GeForce RTX 3070,461,243
05-21-21,GeForce RTX 3070,461,311
05-21-21,GeForce RTX 3070,461,359
05-21-21,GeForce RTX 3070,461,345
05-21-21,GeForce RTX 3070,461,238
05-22-21,GeForce RTX 3070,461,242
05-22-21,GeForce RTX 3070,461,295
05-22-21,GeForce RTX 3070,461,278
05-22-21,GeForce RTX 3070,461,268
05-22-21,GeForce RTX 3070,461,276
05-23-21,GeForce RTX 3070,461,360
05-23-21,GeForce RTX 3070,461,380
05-23-21,GeForce RTX 3070,461,296
05-23-21,GeForce RTX 3070,461,377
05-23-21,GeForce RTX 3070,461,282
05-23-21,GeForce RTX 3070,461,307
05-24-21,GeForce RTX 3070,461,267
05-24-21,GeForce RTX 3070,461,334
05-24-21,GeForce RTX 3070,461,388
05-24-21,GeForce RTX 3070,461,328
05-24-21,GeForce RTX 3070,461,288
05-25-21,GeForce RTX 3070,461,335
05-25-21,GeForce RTX 3070,461,250
05-25-21,GeForce RTX 3070,461,374
05-25-21,GeForce RTX 3070,461,311
05-25-21,GeForce RTX 3070,461,303
05-26-21,GeForce RTX 3070,461,325
05-26-21,GeForce RTX 3070,461,331
05-26-21,GeForce RTX 3070,461,242
05-26-21,GeForce RTX 3070,461,340
05-26-21,GeForce RTX 3070,461,269
05-27-21,GeForce RTX 3070,461,345
05-27-21,GeForce RTX 3070,461,363
05-27-21,GeForce RTX 3070,461,360
05-27-21,GeForce RTX 3070,461,319
05-27-21,GeForce RTX 3070,461,314
05-28-21,GeForce RTX 3070,461,253
05-28-21,GeForce RTX 3070,461,355
05-28-21,GeForce RTX 3070,461,274
05-28-21,GeForce RTX 3070,461,310
05-28-21,GeForce RTX 3070,461,276
05-29-21,GeForce RTX 3070,461,252
05-29-21,GeForce RTX 3070,460,332
05-29-21,GeForce RTX 3070,460,239
05-29-21,GeForce RTX 3070,460,351
05-29-21,GeForce RTX 3070,460,281
05-30-21,GeForce RTX 3070,460,230
05-30-21,GeForce RTX 3070,460,312
05-30-21,GeForce RTX 3070,460,238
05-30-21,GeForce RTX 3070,460,274
05-30-21,GeForce RTX 3070,460,344
05-31-21,GeForce RTX 3070,460,240
05-31-21,GeForce RTX 3070,460,365
05-31-21,GeForce RTX 3070,460,231
05-31-21,GeForce RTX 3070,460,270
05-31-21,GeForce RTX 3070,460,349
06-01-21,GeForce RTX 3070,460,281
06-01-21,GeForce RTX 3070,460,246
06-01-21,GeForce RTX 3070,460,288
06-01-21,GeForce RTX 3070,460,273
06-01-21,GeForce RTX 3070,460,366
06-02-21,GeForce RTX 3070,460,280
06-02-21,GeForce RTX 3070,460,357
06-02-21,GeForce RTX 3070,460,374
06-02-21,GeForce RTX 3070,460,300
06-02-21,GeForce RTX 3070,460,377
06-03-21,GeForce RTX 3070,460,291
06-03-21,GeForce RTX 3070,460,385
06-03-21,GeForce RTX 3070,460,244
06-03-21,GeForce RTX 3070,460,341
06-03-21,GeForce RTX 3070,460,309
06-04-21,GeForce RTX 3070,460,292
06-04-21,GeForce RTX 3070,460,332
06-04-21,GeForce RTX 3070,460,343
06-04-21,GeForce RTX 3070,460,230
06-04-21,GeForce RTX 3070,460,257
06-05-21,GeForce RTX 3070,460,345
06-05-21,GeForce RTX 3070,460,337
06-05-21,GeForce RTX 3070,460,385
06-05-21,GeForce RTX 3070,460,352
06-05-21,GeForce RTX 3070,460,383
06-06-21,GeForce RTX 3070,460,343
06-06-21,GeForce RTX 3070,460,278
06-06-21,GeForce RTX 3070,460,247
06-06-21,GeForce RTX 3070,460,356
06-06-21,GeForce RTX 3070,460,333
06-07-21,GeForce RTX 3070,460,237
06-07-21,GeForce RTX 3070,460,288
06-07-21,GeForce RTX 3070,460,384
06-07-21,GeForce RTX 3070,460,310
06-07-21,GeForce RTX 3070,460,299
06-08-21,GeForce RTX 3070,460,303
06-08-21,GeForce RTX 3070,460,263
06-08-21,GeForce RTX 3070,460,289
06-08-21,GeForce RTX 3070,460,289
06-08-21,GeForce RTX 3070,460,238
06-09-21,GeForce RTX 3070,460,353
06-09-21,GeForce RTX 3070,460,297
06-09-21,GeForce RTX 3070,460,362
06-09-21,GeForce RTX 3070,460,367
06-09-21,GeForce RTX 3070,460,264
06-10-21,GeForce RTX 3070,460,335
06-10-21,GeForce RTX 3070,460,306
06-10-21,GeForce RTX 3070,460,371
06-10-21,GeForce RTX 3070,460,264
06-10-21,GeForce RTX 3070,460,339
06-10-21,GeForce RTX 3070,460,327
06-11-21,GeForce RTX 3070,460,277
06-11-21,GeForce RTX 3070,460,251
06-11-21,GeForce RTX 3070,459,334
06-11-21,GeForce RTX 3070,459,348
06-11-21,GeForce RTX 3070,459,280
06-12-21,GeForce RTX 3070,459,333
06-12-21,GeForce RTX 3070,459,293
06-12-21,GeForce RTX 3070,459,344
06-12-21,GeForce RTX 3070,459,262
06-12-21,GeForce RTX 3070,459,373
06-13-21,GeForce RTX 3070,459,276
06-13-21,GeForce RTX 3070,459,289
06-13-21,GeForce RTX 3070,459,239
06-13-21,GeForce RTX 3070,459,247
06-13-21,GeForce RTX 3070,459,312
06-14-21,GeForce RTX 3070,459,272
06-14-21,GeForce RTX 3070,459,364
06-14-21,GeForce RTX 3070,459,232
06-14-21,GeForce RTX 3070,459,290
06-14-21,GeForce RTX 3070,459,284
06-15-21,GeForce RTX 3070,459,232
06-15-21,GeForce RTX 3070,459,249
06-15-21,GeForce RTX 3070,459,296
06-15-21,GeForce RTX 3070,459,309
06-15-21,GeForce RTX 3070,459,294
06-16-21,GeForce RTX 3070,459,315
06-16-21,GeForce RTX 3070,459,325
06-16-21,GeForce RTX 3070,459,231
06-16-21,GeForce RTX 3070,459,304
06-16-21,GeForce RTX 3070,459,384
06-17-21,GeForce RTX 3070,459,313
06-17-21,GeForce RTX 3070,459,338
06-17-21,GeForce RTX 3070,459,279
06-17-21,GeForce RTX 3070,459,354
06-17-21,GeForce RTX 3070,459,354
06-18-21,GeForce RTX 3070,459,313
06-18-21,GeForce RTX 3070,459,386
06-18-21,GeForce RTX 3070,459,249
06-18-21,GeForce RTX 3070,459,232
06-18-21,GeForce RTX 3070,459,353
06-19-21,GeForce RTX 3070,459,359
06-19-21,GeForce RTX 3070,459,249
06-19-21,GeForce RTX 3070,459,272
06-19-21,GeForce RTX 3070,459,232
06-19-21,GeForce RTX 3070,459,276
06-20-21,GeForce RTX 3070,459,353
06-20-21,GeForce RTX 3070,459,312
06-20-21,GeForce RTX 3070,459,285
06-20-21,GeForce RTX 3070,459,289
06-20-21,GeForce RTX 3070,459,229
06-21-21,GeForce RTX 3070,459,277
06-21-21,GeForce RTX 3070,459,333
06-21-21,GeForce RTX 3070,459,386
06-21-21,GeForce RTX 3070,459,365
06-21-21,GeForce RTX 3070,459,233
06-22-21,GeForce RTX 3070,459,374
06-22-21,GeForce RTX 3070,459,355
06-22-21,GeForce RTX 3070,459,354
06-22-21,GeForce RTX 3070,459,303
06-22-21,GeForce RTX 3070,459,293
06-23-21,GeForce RTX 3070,459,278
06-23-21,GeForce RTX 3070,459,240
06-23-21,GeForce RTX 3070,459,266
06-23-21,GeForce RTX 3070,459,269
06-23-21,GeForce RTX 3070,459,307
06-24-21,GeForce RTX 3070,459,349
06-24-21,GeForce RTX 3070,459,305
06-24-21,GeForce RTX 3070,459,238
06-24-21,GeForce RTX 3070,459,383
06-24-21,GeForce RTX 3070,458,380
06-25-21,GeForce RTX 3070,458,355
06-25-21,GeForce RTX 3070,458,388
06-25-21,GeForce RTX 3070,458,316
06-25-21,GeForce RTX 3070,458,384
06-25-21,GeForce RTX 3070,458,241
06-26-21,GeForce RTX 3070,458,288
06-26-21,GeForce RTX 3070,458,265
06-26-21,GeForce RTX 3070,458,260
06-26-21,GeForce RTX 3070,458,252
06-26-21,GeForce RTX 3070,458,329
06-27-21,GeForce RTX 3070,458,354
06-27-21,GeForce RTX 3070,458,322
06-27-21,GeForce RTX 3070,458,252
06-27-21,GeForce RTX 3070,458,359
06-27-21,GeForce RTX 3070,458,331
06-28-21,GeForce RTX 3070,458,291
06-28-21,GeForce RTX 3070,458,337
06-28-21,GeForce RTX 3070,458,271
06-28-21,GeForce RTX 3070,458,284
06-28-21,GeForce RTX 3070,458,376
06-28-21,GeForce RTX 3070,458,275
06-29-21,GeForce RTX 3070,458,304
06-29-21,GeForce RTX 3070,458,372
06-29-21,GeForce RTX 3070,458,342
06-29-21,GeForce RTX 3070,458,239
06-29-21,GeForce RTX 3070,458,252
06-30-21,GeForce RTX 3070,458,230
06-30-21,GeForce RTX 3070,458,330
06-30-21,GeForce RTX 3070,458,301
06-30-21,GeForce RTX 3070,458,250
06-30-21,GeForce RTX 3070,458,382
07-01-21,GeForce RTX 3070,458,314
07-01-21,GeForce RTX 3070,458,268
07-01-21,GeForce RTX 3070,458,309
07-01-21,GeForce RTX 3070,458,338
07-01-21,GeForce RTX 3070,458,241
07-02-21,GeForce RTX 3070,458,273
07-02-21,GeForce RTX 3070,458,358
07-02-21,GeForce RTX 3070,458,302
07-02-21,GeForce RTX 3070,458,316
07-02-21,GeForce RTX 3070,458,298
07-03-21,GeForce RTX 3070,458,236
07-03-21,GeForce RTX 3070,458,255
07-03-21,GeForce RTX 3070,458,300
07-03-21,GeForce RTX 3070,458,262
07-03-21,GeForce RTX 3070,458,237
07-04-21,GeForce RTX 3070,458,364
07-04-21,GeForce RTX 3070,458,386
07-04-21,GeForce RTX 3070,458,356
07-04-21,GeForce RTX 3070,458,366
07-04-21,GeForce RTX 3070,458,267
07-05-21,GeForce RTX 3070,458,383
07-05-21,GeForce RTX 3070,458,260
07-05-21,GeForce RTX 3070,458,381
07-05-21,GeForce RTX 3070,458,388
07-05-21,GeForce RTX 3070,458,343
07-06-21,GeForce RTX 3070,458,386
07-06-21,GeForce RTX 3070,458,320
07-06-21,GeForce RTX 3070,458,270
07-06-21,GeForce RTX 3070,458,299
07-06-21,GeForce RTX 3070,458,324
07-07-21,GeForce RTX 3070,458,240
07-07-21,GeForce RTX 3070,458,328
07-07-21,GeForce RTX 3070,458,386
07-07-21,GeForce RTX 3070,458,259
07-07-21,GeForce RTX 3070,457,356
07-08-21,GeForce RTX 3070,457,374
07-08-21,GeForce RTX 3070,457,380
07-08-21,GeForce RTX 3070,457,382
07-08-21,GeForce RTX 3070,457,312
07-08-21,GeForce RTX 3070,457,385
07-09-21,GeForce RTX 3070,457,350
07-09-21,GeForce RTX 3070,457,254
07-09-21,GeForce RTX 3070,457,305
07-09-21,GeForce RTX 3070,457,344
07-09-21,GeForce RTX 3070,457,268
07-10-21,GeForce RTX 3070,457,331
07-10-21,GeForce RTX 3070,457,335
07-10-21,GeForce RTX 3070,457,254
07-10-21,GeForce RTX 3070,457,319
07-10-21,GeForce RTX 3070,457,352
07-11-21,GeForce RTX 3070,457,308
07-11-21,GeForce RTX 3070,457,230
07-11-21,GeForce RTX 3070,457,230
07-11-21,GeForce RTX 3070,457,286
07-11-21,GeForce RTX 3070,457,377
07-12-21,GeForce RTX 3070,457,265
07-12-21,GeForce RTX 3070,457,330
07-12-21,GeForce RTX 3070,457,264
07-12-21,GeForce RTX 3070,457,280
07-12-21,GeForce RTX 3070,457,364
07-13-21,GeForce RTX 3070,457,345
07-13-21,GeForce RTX 3070,457,244
07-13-21,GeForce RTX 3070,457,297
07-13-21,GeForce RTX 3070,457,233
07-13-21,GeForce RTX 3070,457,305
07-14-21,GeForce RTX 3070,457,334
07-14-21,GeForce RTX 3070,457,247
07-14-21,GeForce RTX 3070,457,275
07-14-21,GeForce RTX 3070,457,292
07-14-21,GeForce RTX 3070,457,375
07-15-21,GeForce RTX 3070,457,387
07-15-21,GeForce RTX 3070,457,235
07-15-21,GeForce RTX 3070,457,350
07-15-21,GeForce RTX 3070,457,288
07-15-21,GeForce RTX 3070,457,291
07-16-21,GeForce RTX 3070,457,349
07-16-21,GeForce RTX 3070,457,375
07-16-21,GeForce RTX 3070,457,380
07-16-21,GeForce RTX 3070,457,321
07-16-21,GeForce RTX 3070,457,285
07-16-21,GeForce RTX 3070,457,354
07-17-21,GeForce RTX 3070,457,268
07-17-21,GeForce RTX 3070,457,318
07-17-21,GeForce RTX 3070,457,286
07-17-21,GeForce RTX 3070,457,333
07-17-21,GeForce RTX 3070,457,267
07-18-21,GeForce RTX 3070,457,259
07-18-21,GeForce RTX 3070,457,375
07-18-21,GeForce RTX 3070,457,244
07-18-21,GeForce RTX 3070,457,309
07-18-21,GeForce RTX 3070,457,263
07-19-21,GeForce RTX 3070,457,234
07-19-21,GeForce RTX 3070,457,234
07-19-21,GeForce RTX 3070,457,256
07-19-21,GeForce RTX 3070,457,367
07-19-21,GeForce RTX 3070,457,273
07-20-21,GeForce RTX 3070,457,380
07-20-21,GeForce RTX 3070,457,321
07-20-21,GeForce RTX 3070,457,298
07-20-21,GeForce RTX 3070,457,321
07-20-21,GeForce RTX 3070,457,311
07-21-21,GeForce RTX 3070,456,349
07-21-21,GeForce RTX 3070,456,273
07-21-21,GeForce RTX 3070,456,284
07-21-21,GeForce RTX 3070,456,371
07-21-21,GeForce RTX 3070,456,379
07-22-21,GeForce RTX 3070,456,371
07-22-21,GeForce RTX 3070,456,295
07-22-21,GeForce RTX 3070,456,353
07-22-21,GeForce RTX 3070,456,304
07-22-21,GeForce RTX 3070,456,307
07-23-21,GeForce RTX 3070,456,261
07-23-21,GeForce RTX 3070,456,322
07-23-21,GeForce RTX 3070,456,258
07-23-21,GeForce RTX 3070,456,281
07-23-21,GeForce RTX 3070,456,365
07-24-21,GeForce RTX 3070,456,261
07-24-21,GeForce RTX 3070,456,239
07-24-21,GeForce RTX 3070,456,239
07-24-21,GeForce RTX 3070,456,378
07-24-21,GeForce RTX 3070,456,309
07-25-21,GeForce RTX 3070,456,293
07-25-21,GeForce RTX 3070,456,357
07-25-21,GeForce RTX 3070,456,361
07-25-21,GeForce RTX 3070,456,281
07-25-21,GeForce RTX 3070,456,339
07-26-21,GeForce RTX 3070,456,351
07-26-21,GeForce RTX 3070,456,332
07-26-21,GeForce RTX 3070,456,252
07-26-21,GeForce RTX 3070,456,368
07-26-21,GeForce RTX 3070,456,314
07-27-21,GeForce RTX 3070,456,273
07-27-21,GeForce RTX 3070,456,296
07-27-21,GeForce RTX 3070,456,234
07-27-21,GeForce RTX 3070,456,248
07-27-21,GeForce RTX 3070,456,350
07-28-21,GeForce RTX 3070,456,228
